TF	Number_of_ChIPexp	p_value_mean	baseMean	log2FoldChange	lfcSE	pvalue	padj
FOXA2	12	1.03576646163e-05	4.67702286989e-08	0.0505601578102	0.244832328483	1.21304896527e-15	0.169740005812
PRD14	1	0.0079512062968	0.000347784911057	0.148859918754	0.216953210719	4.17239255004e-05	0.067814935212
PRD16	4	0.13326057099	0.126183106849	0.474755623566	0.358074013838	0.0107167201899	0.182810997682
NKX25	2	0.0118319189556	0.000536400042485	0.108978889025	0.29144750247	0.000194754738789	0.0698869970123
SPT6H	2	2.45487573365e-05	2.83953105258e-11	0.0417801268063	0.129125885218	1.74769378773e-10	0.333006364662
NKX21	4	3.19343018413e-05	1.16712925231e-10	0.0860429932583	0.292406460253	3.66489285202e-11	0.308606038587
DNM3L	2	0.0269843438852	0.499215570428	0.0965536992885	0.0873819824673	0.0176098126516	0.000192897076161
CRX	5	0.00112321613868	7.38832924881e-06	0.00354906778332	0.0623694156235	0.000404964785245	0.00269939976103
KAT2A	4	2.57485857183e-08	5.98392381429e-22	0.0834568211581	0.457277765823	1.6751461943e-14	0.0295859966834
SRSF1	2	0.429407254617	0.488472906335	0.484801215216	0.403370515166	0.340122537326	0.449369039059
SRSF2	3	0.0980429399347	0.012061747786	0.171076247084	0.349944034477	0.142648494745	0.0879459577439
EGR2	11	3.9807752941e-11	6.71540329723e-28	0.00524776557178	0.138445178654	4.12642061575e-22	0.496524245802
EGR1	5	0.000196897402784	2.21848814481e-11	0.187888940194	0.420781184088	3.8310827655e-07	0.440416684071
JUN	13	1.04249854459e-11	2.71245451786e-29	0.449208201645	0.208602221558	1.02161936151e-24	0.0474197326071
MEIS1	13	6.56653292463e-11	6.35011612594e-23	0.25108628365	0.380500542372	4.35043360618e-27	0.0462581382173
SIR1	3	2.3328066072e-06	1.58704050121e-12	0.0969669482178	0.245946582128	7.95820214489e-15	0.229364493236
SIR6	11	3.22096687784e-07	9.07211270568e-14	0.0234436008666	0.205818803125	2.82606874991e-16	0.0280240415005
NFE2	4	0.01333772056	1.83871447909e-05	0.393116578689	0.181990372578	0.00172156984945	0.186380019795
FOS	13	2.15283011332e-07	2.96364360679e-16	0.0235920001402	0.124758464995	1.5633222047e-15	0.33910917519
SMRC2	2	0.0977253404425	0.327739117704	0.231747586651	0.247724487761	0.12102124113	0.0039143703956
PARP1	1	0.331812404605	0.350837856589	0.481405247592	0.462216183447	0.174711359919	0.29490322954
ZN335	6	0.105017241472	0.0126919175793	0.171241879257	0.215604154119	0.247168814235	0.110284633634
PAX5	12	3.02743812484e-13	2.55305923496e-30	0.0487759541819	0.313895641189	1.66167895216e-27	3.9154105754e-05
PAX7	1	0.0807147818425	0.0114151848814	0.236892299042	0.364696775148	0.0390031505925	0.0890635252299
PAX6	4	0.00044448160454	1.35808343482e-06	0.0878062577513	0.374923625636	9.05456652026e-10	0.428555000736
PAX3	1	0.185986645682	0.309715795378	0.370572336195	0.328083129375	0.155661488635	0.0379670960557
TAF9B	1	0.0332542775149	0.00596399284097	0.261980424691	0.342432724746	0.00125830226677	0.0604047912728
PWP1	1	0.0798138622239	0.04364312229	0.326017930034	0.380617856911	0.00398478615133	0.150085991036
ESR1	27	4.2798578035e-07	3.11982498073e-14	0.0663406193509	0.304582337543	1.62968128627e-16	0.139775016802
INSM1	1	7.40157153982e-05	2.11351140871e-07	0.0589824946658	0.304972551199	3.34875196359e-12	0.174481038782
MYCN	1	0.00152218416419	1.40429277428e-10	0.3762853837	0.351557344723	0.0254994322079	0.0172517955015
SRBP2	1	0.000251601557186	4.73700026121e-08	0.00325921807183	0.255429444487	6.61877013786e-08	0.386279390296
SRBP1	6	0.397593514846	0.402610300582	0.422946410352	0.416786819961	0.389255698327	0.359647693137
TYY1	5	6.3111930651e-10	1.23459069793e-24	0.00227989164565	0.187244349486	1.81136481673e-18	0.104883089788
ZBT17	8	8.74679906493e-10	1.14392532105e-21	0.00941787013817	0.461348631881	5.69561978984e-21	0.0180852764118
TBX5	1	1.83785275937e-05	1.25646293473e-08	0.0295123605728	0.185754543808	1.34323863586e-13	0.226624741934
STAT6	10	1.68471232115e-16	8.37738665638e-36	0.239131289229	0.1094430203	1.93240681218e-36	3.20329668973e-07
EHMT2	2	0.000870821905322	0.056401380485	0.172497562127	0.192900563541	6.68948846655e-08	3.98884925667e-06
STAT3	41	2.99454054709e-21	3.49545261571e-52	0.126922142658	0.343423665156	9.78606153556e-46	1.61499809453e-05
STAT2	7	2.25819558275e-13	1.88332981589e-21	0.0104625760021	0.055451341381	3.4588682218e-31	1.55380561793e-09
STAT1	42	3.42842315223e-24	2.10037151308e-46	0.00300863400155	0.0190019097407	2.00020525729e-56	1.97212665144e-12
FOSL1	1	0.159931725001	0.102551132606	0.497635228149	0.238219891529	0.0333688932261	0.257929908771
FOSL2	6	2.97627371991e-11	2.89442139808e-24	0.192638009102	0.494921879655	1.10068455588e-25	0.000768884454297
ANDR	18	0.0055055010575	0.00122886080643	0.0829905984714	0.0162176619388	9.70283971421e-05	0.03151850156
SRF	16	5.48937633811e-08	5.72732525661e-18	0.0155790714043	0.201018425903	2.26379930179e-16	0.122757440537
SALL4	6	2.61439123568e-07	7.17934014813e-15	0.130158833884	0.497748440723	9.60454597259e-17	0.0273405953816
USF1	3	0.000352437862274	2.92594389954e-08	0.143845369982	0.149766948921	1.44280250171e-07	0.059789929337
ATRX	6	1.13101799076e-05	1.69673314411e-11	0.00160888699501	0.222372831157	6.99523692773e-11	0.435837231555
NKX61	1	1.57182907722e-05	4.19453125135e-11	0.102652553503	0.362305765499	2.69653691856e-12	0.228082405828
GM6871	1	0.232336853669	0.430664994515	0.160186212991	0.14474026923	0.338354656932	0.200384570336
TDG	1	0.00115513776162	5.5173108479e-05	0.258778466036	0.432666564171	8.23608161656e-10	0.404240053293
TF2B	5	1.0814294331e-09	1.08363720723e-22	0.0214915532501	0.201386380353	2.34304834876e-20	0.134594672049
MAFK	4	0.000482041460373	1.48285933081e-07	0.182953119621	0.122486838812	2.01742954115e-07	0.0388234737685
SOX9	1	0.274282151451	0.0943024728765	0.354477217246	0.462065122537	0.216892056245	0.463371686355
AFF4	4	0.000625257651268	5.21511625594e-13	0.201159913653	0.273232454154	0.0218664519036	0.152468117283
GABPA	2	0.000364022003	1.3778074101e-08	0.0328413626463	0.217605016701	1.06932923752e-06	0.0607083103357
T2EB	2	2.00079182153e-08	9.72289989689e-21	0.0115467572454	0.111727267149	5.98384074304e-15	0.0427183495436
MYBA	2	0.000406680413005	3.77307274495e-07	0.353836438105	0.414880675202	5.05254498809e-10	0.397498186128
FOXO3	1	0.0770339626085	0.0168359186935	0.134822820143	0.331776080657	0.00725500546286	0.49651017056
SOX2	30	3.72299392956e-08	2.58660009814e-16	0.0833663904624	0.469474408298	1.88638346652e-20	0.374541070996
FOXO1	10	3.37983849966e-18	3.00761715512e-43	1.64957900524e-05	0.267322302033	2.85894054895e-36	0.000116317150053
CNDD3	4	2.06919861964e-07	2.47131845955e-16	0.0284253755997	0.31897295606	4.99201415789e-15	0.0339114455864
SOX3	6	0.000284122103294	1.30222074762e-08	0.127657164473	0.447027011461	3.51021498722e-08	0.0709786637014
TEAD2	2	0.130370235359	0.242969536629	0.0854798322908	0.0797834308269	0.151872214421	0.149653103554
TEAD1	1	0.000299112606275	0.000142486305966	0.273897878282	0.166147614493	1.83414100627e-08	2.01319090145e-05
TEAD4	3	0.000217109588084	1.38177044665e-10	0.458566210986	0.228569798844	9.220279768e-08	0.361238575584
NPAS4	3	0.260472783566	0.263309741183	0.469852776381	0.373494988231	0.0727095385752	0.356867390449
NPAS2	1	0.0909028712702	0.0764341913619	0.159675605827	0.104071542487	0.44752783566	0.0109196750112
NIPBL	4	2.63674076009e-09	6.58875519873e-20	0.0264196319761	0.299315323045	1.16584379632e-21	0.209815569338
ZFP42	1	0.0878376786349	0.00641100783157	0.215373134161	0.120242852079	0.104575234813	0.301160698727
DMC1	23	0.000764921559183	1.60771825211e-05	0.0864306930233	0.29465792182	1.55643763257e-09	0.410919476418
HXA9	3	0.099766491538	0.0042528631935	0.211899315042	0.377927071136	0.0719576964035	0.403299125145
RBTN2	2	9.08311608373e-06	1.4116973995e-12	0.307473698513	0.242602987364	6.12392442193e-12	0.0958735413899
KMT2C	7	5.25762639209e-08	4.12865506341e-16	0.060446933637	0.307812511808	8.84533594762e-19	0.0591241803285
KMT2B	3	0.000112437559676	2.04276680012e-06	0.019970926978	0.198861457051	1.3779983564e-10	0.0160746203518
KMT2A	7	3.53426437256e-06	6.77898573623e-12	0.410066590862	0.215012898448	5.60286090044e-14	0.0164665152963
KMT2E	1	0.199917541001	0.147654311773	0.490198036528	0.468905996949	0.0263861291218	0.356595070306
KMT2D	13	3.77726988939e-08	4.20220926776e-18	0.0220687734585	0.25255736984	1.07583528699e-17	0.305160543413
HCFC1	4	6.17979680679e-10	1.9800209757e-21	0.0205687493969	0.213768459547	7.6510622163e-22	0.013530939086
ARX	2	0.0398555413948	0.240826991473	0.12546934686	0.0506186970565	0.0490577354218	0.00134023917576
CTCFL	1	0.100217460474	0.0411071751917	0.4181992295	0.414083517905	0.0119055422446	0.119283117332
BCL6	8	6.50303307037e-07	2.25914393876e-11	0.00298125770787	0.0410840938609	1.06872858125e-16	0.393274017266
ISL1	4	0.0966438589603	0.0469248231191	0.190469460105	0.472546230782	0.00536758505031	0.371894778938
CDX2	11	0.0119447131417	0.00171771877264	0.0991659012111	0.0698557513773	0.000181857471327	0.112364954579
ARI3A	2	0.000108285022452	1.2293438777e-06	0.0289330123088	0.145973151042	1.70609484396e-11	0.168073315235
MAFF	4	0.0335829715237	0.00170276452675	0.314906222272	0.391323799686	0.000725082738155	0.280760457896
EOMES	2	0.000146243097892	1.39604096303e-08	0.182920661422	0.151844912988	6.58009817306e-09	0.0262170212524
KDM4A	2	0.238750540511	0.111889501166	0.484883257688	0.207140342722	0.176902197895	0.390209080521
TLE3	1	0.0235807026663	0.0362237584499	0.297665360754	0.274010687636	0.00010940553943	0.0225556365875
PHC1	1	0.0613507225956	0.00578333318842	0.369609221279	0.187191387467	0.403632860339	0.00538152077462
TLE2	1	0.0234145504319	0.0367629124492	0.29815978034	0.274420344338	0.000101277473267	0.0231015428489
MYC	47	3.49851154062e-12	8.09661031501e-32	0.0256744014315	0.286677405991	8.99862278967e-23	0.00977335055073
MYB	2	0.00968956929459	0.00143919202043	0.100648961552	0.325169846361	4.24503451346e-05	0.0427172053391
DDIT3	1	0.210575670418	0.0701586547625	0.470629767408	0.384430293959	0.0714510381376	0.456514069986
FLI1	11	1.1709945699e-14	3.08186661682e-38	0.0598013005047	0.274025775883	1.41173679704e-30	0.308819551397
RBP2	1	0.000754239870637	1.37208024228e-05	0.215287445048	0.391926080087	2.97080915524e-09	0.070969263774
TLE4	1	0.0234145504319	0.0367629124492	0.29815978034	0.274420344338	0.000101277473267	0.0231015428489
TBX3	5	3.22817425081e-05	5.44125637414e-08	0.047201569303	0.383875018174	9.74285792178e-14	0.364966497163
ZKSC1	2	0.00453134583409	1.47848150398e-06	0.278745329249	0.494615110871	0.000123172794798	0.0760904888278
CTR9	1	0.00152549102756	1.92455412677e-07	0.483305861443	0.406204697112	6.93221332246e-07	0.315412743752
GRIP1	2	4.616663638e-08	2.41789674295e-16	0.219569796259	0.0607603254196	1.43816777538e-17	0.00452065302855
KDM5A	3	0.000218751017866	4.05387218429e-08	0.436885677209	0.482476129611	1.44567424029e-07	0.000405477051357
KDM5B	1	0.318668992639	0.177218317568	0.345176007822	0.389330656698	0.420676872322	0.328006604198
KDM5C	2	0.0842003701963	0.0405917148217	0.0556545720159	0.108665079724	0.222325023633	0.0775449300239
BATF	22	2.49739812928e-18	2.05725451859e-44	0.0648944555536	0.495092082225	2.28259453744e-40	0.000643914993541
VDR	9	4.80397818141e-05	2.04655859794e-12	0.132991053582	0.10171931293	4.18640496474e-06	0.00220756686024
RFA2	5	1.09331605119e-09	2.94736396524e-19	0.145313896257	0.466083418579	4.05472901815e-21	1.93002180533e-05
CNDH2	2	0.0832906114923	0.00828930907102	0.0872029189589	0.157191811675	0.416817853696	0.0846359094411
INO80	1	6.99988205731e-05	1.19253736408e-11	0.0980863340173	0.485621576093	3.77080446957e-08	0.0784587034981
EP400	3	0.000121452252402	5.43553855764e-07	0.102487304861	0.298200588012	2.88922711544e-11	0.0550585838003
HEXI1	1	0.0461336480783	0.00329893303949	0.402187535993	0.389889803019	0.0133501953469	0.0302591961302
EED	2	0.0153685779791	6.01307691997e-06	0.330130146199	0.267745347565	0.417218248128	0.0038663507784
CHD1	4	1.13210347906e-07	7.50930277552e-21	0.46020642869	0.31673778462	6.31651775708e-12	0.00268968073551
CHD2	2	1.8656617145e-07	5.98523110788e-18	0.319627606335	0.393907612191	1.79349892253e-15	0.167241400794
AP2A	6	3.38473047672e-07	1.38885764106e-13	0.00270890259894	0.204841865125	1.85266247193e-16	0.311138899409
CHD4	20	1.09843645958e-07	7.17136549909e-14	0.0695364643515	0.451621305059	3.80010681482e-20	0.186848669878
AP2C	2	4.21069035043e-05	9.90298114589e-10	0.150990562879	0.485705852293	7.05124422615e-12	0.258470912158
ASXL1	1	1.15691367911e-08	1.14820737369e-24	0.0357064630277	0.429303816656	3.11686011114e-14	0.377794434728
RAD21	23	1.73469041427e-05	0.000118470366579	0.217620012163	0.0484234573704	6.37049326282e-15	0.00019750244464
OTX2	10	1.34266545627e-06	3.39893470271e-13	0.065506852829	0.438045248083	9.60424590689e-16	0.465829810226
NR5A2	2	0.00517749409372	1.54289022143e-05	0.0829063533273	0.432310989346	1.82629520172e-05	0.368390114498
TFE3	3	0.0126396510778	3.0732824292e-05	0.155664987719	0.191271369664	0.00335987878801	0.104932116761
TFE2	12	7.3327008765e-12	3.0371358058e-30	0.0232522111897	0.297588726008	5.54926147727e-24	0.181777326587
TOP2B	1	0.0827518972851	0.0819144067608	0.151741246125	0.462443656354	0.00348959920446	0.193460135161
TOP2A	4	0.00219665943644	8.74413930364e-05	0.0489209485962	0.279175155208	2.20956621985e-07	0.193828630256
SMC1A	11	0.000358543213346	0.000704188892099	0.382332568609	0.100386434774	1.1544510195e-10	0.00189900682322
NCOA2	4	1.02640416487e-08	9.91039042552e-19	0.00996959529933	0.195056889909	1.74134390649e-19	0.339451622647
NUCKS	1	9.79942081933e-05	2.44727080019e-09	0.0258471984075	0.248438596386	2.40528737559e-09	0.239067476187
STAG2	2	0.0947509546134	0.142054864755	0.416187036907	0.238771079878	0.00647231289498	0.0835857190381
STAG1	2	0.0163556360344	0.384495185931	0.1074983224	0.0954424562886	4.10157435253e-05	0.00723356515826
JARD2	13	0.010164831377	0.000892102692026	0.209066888572	0.334016313237	0.00789244334007	0.000220709809645
TE2IP	4	0.0810357258593	0.0297443234471	0.461903082548	0.41426726157	0.00317294935689	0.193501316116
SPT5H	8	5.3458739574e-09	1.0396636962e-18	0.0889194590571	0.343412849163	2.4845967988e-21	0.0553517583326
ETV2	4	0.00632512216435	3.21573351221e-06	0.175613814859	0.289476486084	0.000287709915591	0.215247313267
TAF3	3	3.71161582396e-06	1.3898114367e-09	0.158079241217	0.384377735959	6.55471429269e-17	0.127254272797
TAF1	1	4.60269071497e-06	5.18440109736e-16	0.376445085049	0.239018997645	6.30145192278e-10	0.0702725463766
ETV6	4	1.05221148724e-11	2.13382591611e-34	0.00889651697247	0.213932786561	1.88735991218e-18	0.168269003339
CNDG2	2	3.47259723672e-05	2.04679416544e-09	0.229045669587	0.242218150195	1.66142549555e-12	0.267662954365
HNF4A	14	1.43756326072e-05	8.49835035011e-10	0.268372726385	0.424950070164	2.03601815291e-14	0.311130269537
KDM1A	14	7.11907795594e-10	3.16714498134e-22	0.0130575711608	0.29262261085	2.80437335242e-21	0.0538821212395
HTF4	1	0.281443731583	0.102652835018	0.448165949369	0.406416162843	0.223696552911	0.422199615994
DMRT1	1	0.00627583422006	2.19078985127e-06	0.0735394573451	0.305517020126	0.000520544907667	0.379964096768
FOSB	8	1.06929729872e-06	2.52913668055e-18	0.00838800398399	0.353125053554	7.78563166586e-10	0.239683995386
SUH	22	4.25410855106e-06	9.00885737714e-16	0.046915872833	0.427566149238	2.20038959247e-10	0.350388972056
IKZF1	16	3.9240787162e-15	9.44517126034e-35	0.0598973385862	0.460048896691	1.11540750721e-35	0.0320504132644
NCOR2	4	1.01173661377e-08	1.35169434943e-16	0.349226537112	0.329765930406	1.76778424177e-22	0.0385226855845
IKZF3	1	0.00143082036771	1.6146657103e-05	0.0279497397401	0.266759579074	2.85045277687e-07	0.174755681404
NANOG	15	6.32519119368e-07	1.48491274162e-12	0.0460949889328	0.218127428058	2.05717376053e-17	0.329634291345
FOXK1	1	0.000421032984735	1.09312919788e-09	0.141191477639	0.389964364494	1.54893181635e-06	0.141919934882
CHD7	2	0.0990288090213	0.0282413474041	0.0985746080305	0.424542629066	0.110933483782	0.0726395844476
KDM6A	14	1.45940741965e-05	7.42670350594e-12	0.0261155944589	0.183532277322	7.58792084385e-11	0.245104622694
NBN	4	4.57872669046e-06	4.63974483811e-10	0.00991183827991	0.133934403866	1.43953689659e-13	0.0226965762451
KDM6B	6	2.18528113657e-07	2.6894508908e-15	0.0384494179326	0.374393373977	2.74564551434e-17	0.46882479997
NFKB1	11	0.00020519630715	3.32125773497e-06	0.123946514111	0.259048395496	3.87116071915e-07	8.81228832746e-06
HELLS	2	1.44016573281e-05	8.40965129183e-10	0.000123356555812	0.216130254965	1.76506531018e-10	0.156547377675
LYL1	1	0.177806831289	0.368823337854	0.181972732006	0.491879767239	0.0785102354091	0.0685697023883
ATOH1	3	0.00525726812065	1.29501933713e-05	0.320411384617	0.31639426558	8.95084373853e-06	0.341762070379
ELL	1	0.222259745702	0.396921248117	0.0690812537041	0.338898599944	0.30583860888	0.190843521772
H2B1A	3	0.17839892092	0.33228119749	0.186046443903	0.352488698776	0.468221533656	0.0177107680259
HIRA	3	0.0188284066583	0.0457511297741	0.0477405283571	0.47304477703	0.00792536574538	0.000288972981675
MTF2	1	0.0533665498159	0.00995428409817	0.392176114354	0.42677160739	0.0545225859916	0.00476521495295
ZN322	1	0.193682244976	0.0150860523052	0.466332316112	0.390150769744	0.254082113398	0.390815130444
HXA2	2	0.317866724942	0.332799013906	0.161533728902	0.363261482706	0.456577823593	0.36395351851
ZN281	2	0.193585488328	0.0455400910271	0.499586273989	0.31055015471	0.122299294997	0.31463272827
JUNB	11	1.28882326555e-16	3.09795787274e-33	0.200638243539	0.100203623985	3.42600266089e-36	1.66650448524e-10
JUND	6	1.40589909399e-10	1.06234448502e-23	0.152552038029	0.444637687171	5.51501585147e-25	0.138208367811
OVOL2	1	0.102380824285	0.00550086473245	0.457010980338	0.487271940809	0.0260472471619	0.352535027059
ELF1	2	3.65390863639e-14	1.87302963263e-41	0.00570806864424	0.10080463272	1.82016090963e-23	0.332020048985
TAL1	39	8.30088560665e-09	2.06394804396e-14	0.075434613071	0.0251864052476	2.57284319709e-18	3.90636852068e-07
ELF5	1	0.00247331823706	4.42066354521e-05	0.110219379499	0.207389780851	2.51626253871e-07	0.364008286475
TF7L2	3	2.19888556179e-06	2.62593487465e-11	0.031220142053	0.27502425211	1.18799916626e-15	0.191914232794
GRHL2	1	0.0200158826636	0.0378893434389	0.0699096269837	0.261075919204	7.42666782657e-05	0.0625545425169
GRHL3	4	4.47874093239e-06	1.50187836152e-10	0.00169810723893	0.291109938798	1.45466107395e-13	0.166863360447
CRY1	1	0.00253141045907	1.32832731748e-05	0.0469754418339	0.17664978915	1.56328538964e-05	0.0603233540186
CRY2	1	0.00385795532686	3.08258060377e-05	0.00953069566743	0.172310529449	6.73894066138e-05	0.250520621039
CTNB1	12	8.26573450165e-05	6.76389871856e-08	0.16526250734	0.313084763619	6.13350669535e-12	0.179748405766
GLI3	3	0.0219886963313	0.000164624753159	0.206488659468	0.228427848044	0.0128282983791	0.0516045464299
GLI1	5	0.101124494847	0.42525989092	0.368212630605	0.34873159099	0.00888744396455	0.0217901667612
PSB1	2	0.375614403691	0.362395618292	0.227840540975	0.424108816519	0.447139682858	0.477503690691
MSX1	1	0.0145548124287	0.000175720751213	0.201965492876	0.332091734031	0.00389117417672	0.0142427582493
NACC1	1	0.07685745325	0.0852450951243	0.454124081942	0.462081455115	0.0200039716968	0.00749464807706
SIN3B	11	8.70487522475e-09	2.70317594608e-22	0.46694477032	0.480954180121	2.41626646419e-18	0.340740998512
ZMIZ1	2	4.88521599366e-10	7.80885764771e-27	0.427755941499	0.264032266071	3.17064543612e-19	0.0995017256821
SIN3A	14	6.07666093399e-10	4.94477397071e-21	0.121930122075	0.357383993825	1.16594891494e-24	0.329801743803
NCOR1	6	2.58523253713e-10	5.3110111668e-24	0.271386175994	0.449410873859	4.04555865713e-23	0.0440667529889
ASCL2	1	7.57212999442e-07	2.35218557113e-16	0.0181039260294	0.131213347918	5.19412041232e-10	0.00085774052107
PAXI1	3	1.45579447207e-12	7.6814388443e-29	0.198211613611	0.0847367885789	2.26064302194e-27	0.00224194351407
SETB1	4	0.101508916126	0.447329404439	0.161033695046	0.161120454307	0.00370001235994	0.250970626739
LUZP1	1	0.423126323675	0.35662867119	0.432794873976	0.464731218108	0.430637602432	0.439074346497
ERR2	1	0.00999035773784	3.86478809229e-05	0.213019737224	0.232219767432	0.00012433370445	0.418669775078
BAP1	1	5.26736308177e-08	9.59761898669e-17	0.356184854536	0.212641365206	2.63315376027e-19	0.211837748498
NFIC	2	0.295518090486	0.261612856368	0.373858165874	0.352476843636	0.137787666322	0.47447514842
NFIB	3	5.94141374974e-06	7.56325440956e-13	0.00647924469436	0.190687698495	1.67063627444e-11	0.474254335357
GFI1	1	3.99320989162e-05	1.03517586421e-10	0.0116724682935	0.143227040416	1.82379470042e-09	0.321686535412
MXI1	2	5.57056868569e-07	1.58598987532e-13	0.126192587555	0.462876722105	4.52124377557e-17	0.128067858262
BRAC	4	0.000342085204692	3.80336417156e-06	0.0285841763185	0.332086972165	2.93174543686e-09	0.0442588134421
ZFP57	1	0.0892008402408	0.204347335678	0.283165368109	0.416028259911	0.0966536741925	0.00242713766425
HXB4	7	4.03895615534e-10	4.36787239171e-25	0.200856499885	0.462574031279	7.16465953373e-22	0.369669019778
ATF4	3	6.81226289486e-08	1.98591979936e-15	0.332424722025	0.256854549895	1.89053127001e-19	0.0457647242587
ERR1	1	0.0606927971905	0.0142732361477	0.424957307753	0.312130712773	0.00092150414559	0.472045886366
ATF3	10	0.00150473418481	6.56694523872e-07	0.340972412497	0.397443811356	1.21199059409e-06	0.0715222736298
ATF2	2	3.68794142622e-05	9.27172820039e-13	0.20876957651	0.468157835035	1.65114880684e-09	0.455946263001
