"p.geomean"	"stat.mean"	"p.val"	"q.val"	"set.size"	"exp1"
"GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	0.471294667303308	0.072096101684498	0.471294667303308	0.832819769404687	117	0.471294667303308
"GO:0016667 oxidoreductase activity, acting on a sulfur group of donors"	0.473681250014549	0.0664092646066575	0.473681250014549	0.832819769404687	41	0.473681250014549
"GO:0003730 mRNA 3'-UTR binding"	0.474693896231132	0.0637043743116882	0.474693896231132	0.832819769404687	41	0.474693896231132
"GO:0016779 nucleotidyltransferase activity"	0.475546067690234	0.0614171437200706	0.475546067690234	0.832819769404687	115	0.475546067690234
"GO:0070064 proline-rich region binding"	0.47654908272624	0.059847467843298	0.47654908272624	0.832819769404687	15	0.47654908272624
"GO:0008187 poly-pyrimidine tract binding"	0.483684471657383	0.0415937500212331	0.483684471657383	0.832819769404687	14	0.483684471657383
"GO:0005484 SNAP receptor activity"	0.492503156861752	0.0189344672741021	0.492503156861752	0.832819769404687	30	0.492503156861752
"GO:0003950 NAD+ ADP-ribosyltransferase activity"	0.492535415290794	0.0189780555799604	0.492535415290794	0.832819769404687	18	0.492535415290794
"GO:0031435 mitogen-activated protein kinase kinase kinase binding"	0.494215861630904	0.0148880485215483	0.494215861630904	0.832819769404687	10	0.494215861630904
"GO:0004003 ATP-dependent DNA helicase activity"	0.494302194533691	0.0144129001833538	0.494302194533691	0.832819769404687	28	0.494302194533691
"GO:0004861 cyclin-dependent protein serine/threonine kinase inhibitor activity"	0.496835736287887	0.0081125108192437	0.496835736287887	0.832819769404687	12	0.496835736287887
"GO:0003678 DNA helicase activity"	0.497350704827834	0.00668625597370944	0.497350704827834	0.832819769404687	37	0.497350704827834
"GO:0043138 3'-5' DNA helicase activity"	0.498425936086161	0.00405488080758816	0.498425936086161	0.832819769404687	10	0.498425936086161
"GO:0004629 phospholipase C activity"	0.49913491157543	0.00220106524860225	0.49913491157543	0.832819769404687	17	0.49913491157543
"GO:0004435 phosphatidylinositol phospholipase C activity"	0.49913491157543	0.00220106524860225	0.49913491157543	0.832819769404687	17	0.49913491157543
"GO:0003700 DNA binding transcription factor activity"	0.0324189952573912	-1.8485842905655	0.0324189952573912	0.660858480281594	763	0.0324189952573912
"GO:0031625 ubiquitin protein ligase binding"	0.0374201525588025	-1.7877946649345	0.0374201525588026	0.660858480281594	224	0.0374201525588025
"GO:0044389 ubiquitin-like protein ligase binding"	0.0409403128269024	-1.74576983031839	0.0409403128269024	0.660858480281594	228	0.0409403128269024
"GO:0008270 zinc ion binding"	0.0652930667705519	-1.5128527524986	0.0652930667705519	0.660858480281594	904	0.0652930667705519
"GO:0000981 RNA polymerase II transcription factor activity, sequence-specific DNA binding"	0.0692912479579265	-1.48314769312893	0.0692912479579266	0.660858480281594	450	0.0692912479579265
"GO:0043565 sequence-specific DNA binding"	0.0731046410011611	-1.4543670572532	0.0731046410011612	0.660858480281594	708	0.0731046410011611
"GO:0044212 transcription regulatory region DNA binding"	0.0787511798541363	-1.41493490033124	0.0787511798541363	0.660858480281594	603	0.0787511798541363
"GO:0001067 regulatory region nucleic acid binding"	0.0791716561435495	-1.41207551129398	0.0791716561435495	0.660858480281594	601	0.0791716561435495
"GO:0031072 heat shock protein binding"	0.0808967582577541	-1.41237152974769	0.0808967582577541	0.660858480281594	49	0.0808967582577541
"GO:0016874 ligase activity"	0.0824620001283936	-1.39122468640626	0.0824620001283937	0.660858480281594	351	0.0824620001283936
"GO:0001228 transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding"	0.0899797313362925	-1.34437630828048	0.0899797313362925	0.660858480281594	246	0.0899797313362926
"GO:0051020 GTPase binding"	0.0937438743525816	-1.32052850570331	0.0937438743525816	0.660858480281594	338	0.0937438743525816
"GO:0000988 transcription factor activity, protein binding"	0.09503417404152	-1.3124606573298	0.09503417404152	0.660858480281594	398	0.09503417404152
"GO:0061659 ubiquitin-like protein ligase activity"	0.0960919503329873	-1.30898432773702	0.0960919503329874	0.660858480281594	167	0.0960919503329873
"GO:0000989 transcription factor activity, transcription factor binding"	0.0971781473883115	-1.29985343634223	0.0971781473883115	0.660858480281594	395	0.0971781473883115
"GO:0008289 lipid binding"	0.0983052241563518	-1.29292569433018	0.0983052241563518	0.660858480281594	462	0.0983052241563518
"GO:0061630 ubiquitin protein ligase activity"	0.0986169492963429	-1.29429527214978	0.0986169492963429	0.660858480281594	163	0.0986169492963429
"GO:0003682 chromatin binding"	0.113587385752635	-1.20898301013701	0.113587385752635	0.660858480281594	399	0.113587385752635
"GO:0001012 RNA polymerase II regulatory region DNA binding"	0.118989983828266	-1.18131571537127	0.118989983828266	0.660858480281594	435	0.118989983828266
"GO:1990837 sequence-specific double-stranded DNA binding"	0.119461438633806	-1.17878523255942	0.119461438633806	0.660858480281594	509	0.119461438633806
"GO:0000976 transcription regulatory region sequence-specific DNA binding"	0.120212671861561	-1.17506305717744	0.120212671861561	0.660858480281594	486	0.120212671861561
"GO:0003712 transcription cofactor activity"	0.121739086909933	-1.16813799393449	0.121739086909933	0.660858480281594	359	0.121739086909933
"GO:0000977 RNA polymerase II regulatory region sequence-specific DNA binding"	0.1219168644451	-1.16670044737905	0.1219168644451	0.660858480281594	430	0.1219168644451
"GO:0001227 transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding"	0.142160451011273	-1.07355779956644	0.142160451011273	0.660858480281594	139	0.142160451011273
"GO:0001077 transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding"	0.147318014825349	-1.0508187754001	0.147318014825349	0.660858480281594	182	0.147318014825349
"GO:0017016 Ras GTPase binding"	0.149263864596014	-1.04152097814596	0.149263864596014	0.660858480281594	262	0.149263864596014
"GO:0030674 protein binding, bridging"	0.152043127148639	-1.0317862768928	0.152043127148639	0.660858480281594	72	0.152043127148639
"GO:0002039 p53 binding"	0.152824672967069	-1.02952872033139	0.152824672967069	0.660858480281594	57	0.152824672967069
"GO:0031267 small GTPase binding"	0.154388614489252	-1.01959541657508	0.154388614489252	0.660858480281594	268	0.154388614489252
"GO:0004930 G-protein coupled receptor activity"	0.155847779512537	-1.01277924734605	0.155847779512537	0.660858480281594	391	0.155847779512537
"GO:0001664 G-protein coupled receptor binding"	0.156051592147511	-1.0131921272307	0.156051592147511	0.660858480281594	126	0.156051592147511
"GO:0051082 unfolded protein binding"	0.156729849137215	-1.02079605419892	0.156729849137215	0.660858480281594	32	0.156729849137215
"GO:0060090 molecular adaptor activity"	0.159618457902379	-0.999097248859172	0.15961845790238	0.660858480281594	86	0.159618457902379
"GO:0004843 thiol-dependent ubiquitin-specific protease activity"	0.164563777308122	-0.982624366945831	0.164563777308122	0.660858480281594	66	0.164563777308122
"GO:0003690 double-stranded DNA binding"	0.16484455791473	-0.975370536291246	0.16484455791473	0.660858480281594	575	0.16484455791473
"GO:0060589 nucleoside-triphosphatase regulator activity"	0.165759218088009	-0.972874105969965	0.165759218088009	0.660858480281594	242	0.165759218088009
"GO:0008017 microtubule binding"	0.168981163521665	-0.961839520288339	0.168981163521665	0.660858480281594	114	0.168981163521665
"GO:0140098 catalytic activity, acting on RNA"	0.169236485923205	-0.95878626540079	0.169236485923205	0.660858480281594	277	0.169236485923205
"GO:0019787 ubiquitin-like protein transferase activity"	0.17154554299547	-0.949016135034014	0.17154554299547	0.660858480281594	321	0.17154554299547
"GO:0031490 chromatin DNA binding"	0.17173993085351	-0.952215079285095	0.17173993085351	0.660858480281594	53	0.17173993085351
"GO:0005057 signal transducer activity, downstream of receptor"	0.177157075878302	-0.929753571879043	0.177157075878301	0.660858480281594	107	0.177157075878301
"GO:0003713 transcription coactivator activity"	0.178327730242679	-0.923707824708747	0.178327730242679	0.660858480281594	202	0.178327730242679
"GO:0004842 ubiquitin-protein transferase activity"	0.179899275743959	-0.91665995737379	0.179899275743959	0.660858480281594	306	0.179899275743959
"GO:0030695 GTPase regulator activity"	0.181822274881814	-0.910194482736478	0.181822274881814	0.660858480281594	221	0.181822274881814
"GO:0016746 transferase activity, transferring acyl groups"	0.182418430166638	-0.90824410097401	0.182418430166638	0.660858480281594	191	0.182418430166638
"GO:0008565 protein transporter activity"	0.184177055174898	-0.904854660479043	0.184177055174898	0.660858480281594	70	0.184177055174898
"GO:0005112 Notch binding"	0.187003300993732	-0.904664388899187	0.187003300993732	0.660858480281594	14	0.187003300993732
"GO:0005096 GTPase activator activity"	0.187553343238252	-0.888758771425529	0.187553343238253	0.660858480281594	204	0.187553343238253
"GO:0004702 signal transducer, downstream of receptor, with serine/threonine kinase activity"	0.18858349265915	-0.887125233925232	0.18858349265915	0.660858480281594	83	0.18858349265915
"GO:0051087 chaperone binding"	0.189493801899523	-0.886413904714489	0.189493801899523	0.660858480281594	47	0.189493801899523
"GO:0005085 guanyl-nucleotide exchange factor activity"	0.189909644394084	-0.880384741063628	0.189909644394084	0.660858480281594	170	0.189909644394084
"GO:0035258 steroid hormone receptor binding"	0.19007045350119	-0.885424429968537	0.19007045350119	0.660858480281594	40	0.19007045350119
"GO:0005126 cytokine receptor binding"	0.190390250741816	-0.879076269679846	0.190390250741816	0.660858480281594	138	0.190390250741816
"GO:0016747 transferase activity, transferring acyl groups other than amino-acyl groups"	0.19044748499403	-0.878473482658913	0.19044748499403	0.660858480281594	165	0.19044748499403
"GO:0016780 phosphotransferase activity, for other substituted phosphate groups"	0.192518489582875	-0.884475534600438	0.192518489582875	0.660858480281594	14	0.192518489582875
"GO:0019888 protein phosphatase regulator activity"	0.196167322868213	-0.86211134406835	0.196167322868213	0.660858480281594	54	0.196167322868213
"GO:0019003 GDP binding"	0.198469125740673	-0.853862713784964	0.198469125740673	0.660858480281594	49	0.198469125740673
"GO:0000982 transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding"	0.198795968576287	-0.84712681811648	0.198795968576287	0.660858480281594	263	0.198795968576287
"GO:0051219 phosphoprotein binding"	0.199207420205059	-0.850416870874723	0.199207420205059	0.660858480281594	47	0.199207420205059
"GO:0035257 nuclear hormone receptor binding"	0.200685882195854	-0.842612206176261	0.200685882195854	0.660858480281594	91	0.200685882195854
"GO:0004709 MAP kinase kinase kinase activity"	0.203227611327531	-0.844768450816945	0.203227611327531	0.660858480281594	17	0.203227611327531
"GO:0043021 ribonucleoprotein complex binding"	0.204645669650347	-0.828108825354193	0.204645669650347	0.660858480281594	95	0.204645669650347
"GO:0000987 proximal promoter sequence-specific DNA binding"	0.205462913881903	-0.82331797282706	0.205462913881903	0.660858480281594	282	0.205462913881903
"GO:0051427 hormone receptor binding"	0.207504040547988	-0.818136481169421	0.207504040547988	0.660858480281594	99	0.207504040547988
"GO:0008536 Ran GTPase binding"	0.207656676119686	-0.830340157281901	0.207656676119686	0.660858480281594	17	0.207656676119686
"GO:0052745 inositol phosphate phosphatase activity"	0.210399585712501	-0.826694722349831	0.210399585712501	0.660858480281594	15	0.210399585712501
"GO:0019783 ubiquitin-like protein-specific protease activity"	0.211884124280864	-0.802582824552688	0.211884124280864	0.660858480281594	90	0.211884124280864
"GO:0061650 ubiquitin-like protein conjugating enzyme activity"	0.212994187919915	-0.806130501340413	0.212994187919915	0.660858480281594	27	0.212994187919915
"GO:0061631 ubiquitin conjugating enzyme activity"	0.213215816434579	-0.80567935963203	0.213215816434579	0.660858480281594	26	0.213215816434579
"GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds"	0.213696492778427	-0.798246153245768	0.213696492778427	0.660858480281594	65	0.213696492778427
"GO:0016410 N-acyltransferase activity"	0.219257231109391	-0.778510290602443	0.219257231109391	0.660858480281594	77	0.219257231109391
"GO:0005543 phospholipid binding"	0.219565923303664	-0.774727673023315	0.219565923303664	0.660858480281594	268	0.219565923303664
"GO:0015631 tubulin binding"	0.221961222734461	-0.766878164445729	0.221961222734461	0.660858480281594	170	0.221961222734461
"GO:0034212 peptide N-acetyltransferase activity"	0.222611238029848	-0.768990115352231	0.222611238029848	0.660858480281594	50	0.222611238029848
"GO:0008234 cysteine-type peptidase activity"	0.223438738789882	-0.762267801265479	0.223438738789882	0.660858480281594	147	0.223438738789882
"GO:0016407 acetyltransferase activity"	0.223511489658728	-0.763894883532505	0.223511489658728	0.660858480281594	81	0.223511489658728
"GO:0036459 thiol-dependent ubiquitinyl hydrolase activity"	0.223684276077309	-0.762520423095413	0.223684276077309	0.660858480281594	79	0.223684276077309
"GO:0101005 ubiquitinyl hydrolase activity"	0.223684276077309	-0.762520423095413	0.223684276077309	0.660858480281594	79	0.223684276077309
"GO:0004402 histone acetyltransferase activity"	0.223965866164373	-0.76510547537896	0.223965866164373	0.660858480281594	44	0.223965866164373
"GO:0000978 RNA polymerase II proximal promoter sequence-specific DNA binding"	0.224207486889197	-0.759008592108039	0.224207486889197	0.660858480281594	271	0.224207486889197
"GO:0061733 peptide-lysine-N-acetyltransferase activity"	0.224842357852049	-0.762008405748617	0.224842357852049	0.660858480281594	45	0.224842357852049
"GO:0008080 N-acetyltransferase activity"	0.226170159241094	-0.75569897755849	0.226170159241094	0.660858480281594	66	0.226170159241094
"GO:0019904 protein domain specific binding"	0.228403114779074	-0.744523466509942	0.228403114779074	0.660858480281594	387	0.228403114779074
"GO:0016758 transferase activity, transferring hexosyl groups"	0.228748114315297	-0.744742685111618	0.228748114315297	0.660858480281594	149	0.228748114315297
"GO:0043022 ribosome binding"	0.229754375904645	-0.744972141183615	0.229754375904645	0.660858480281594	46	0.229754375904645
"GO:0032451 demethylase activity"	0.231390133123229	-0.744740927635588	0.231390133123229	0.660858480281594	24	0.231390133123229
"GO:0042393 histone binding"	0.232588892624491	-0.731798305933342	0.232588892624491	0.660858480281594	142	0.232588892624491
"GO:0044390 ubiquitin-like protein conjugating enzyme binding"	0.234627623923855	-0.732845030275685	0.234627623923855	0.660858480281594	28	0.234627623923855
"GO:0003714 transcription corepressor activity"	0.234758236601418	-0.725185971678231	0.234758236601418	0.660858480281594	138	0.234758236601418
"GO:0031624 ubiquitin conjugating enzyme binding"	0.237597534589497	-0.724006524643807	0.237597534589497	0.660858480281594	25	0.237597534589497
"GO:0019956 chemokine binding"	0.242599120891165	-0.710392911011563	0.242599120891165	0.660858480281594	12	0.242599120891165
"GO:0005198 structural molecule activity"	0.24285128077607	-0.697765335754411	0.24285128077607	0.660858480281594	412	0.24285128077607
"GO:0035326 enhancer binding"	0.244298021739752	-0.695921456440445	0.244298021739752	0.660858480281594	74	0.244298021739752
"GO:0050750 low-density lipoprotein particle receptor binding"	0.244323686547271	-0.705833267312261	0.244323686547271	0.660858480281594	12	0.244323686547271
"GO:0019838 growth factor binding"	0.246020810501921	-0.690628120005351	0.246020810501921	0.660858480281594	68	0.246020810501921
"GO:0070325 lipoprotein particle receptor binding"	0.249790963861614	-0.686463039539128	0.249790963861614	0.660858480281594	14	0.249790963861614
"GO:0043531 ADP binding"	0.252606591761379	-0.671661128350608	0.252606591761379	0.660858480281594	27	0.252606591761379
"GO:0016782 transferase activity, transferring sulfur-containing groups"	0.252678780052822	-0.670799183137187	0.252678780052822	0.660858480281594	44	0.252678780052822
"GO:0005496 steroid binding"	0.25422654695964	-0.664543535742528	0.25422654695964	0.660858480281594	55	0.25422654695964
"GO:0015197 peptide transporter activity"	0.25471629877903	-0.662347929822856	0.25471629877903	0.660858480281594	76	0.25471629877903
"GO:0004518 nuclease activity"	0.255619500763284	-0.658438792300532	0.255619500763284	0.660858480281594	146	0.255619500763284
"GO:0045309 protein phosphorylated amino acid binding"	0.257119810383148	-0.662393056761942	0.257119810383148	0.660858480281594	19	0.257119810383148
"GO:0005528 FK506 binding"	0.259031088867093	-0.657255293230508	0.259031088867093	0.660858480281594	14	0.259031088867093
"GO:0005527 macrolide binding"	0.259031088867093	-0.657255293230508	0.259031088867093	0.660858480281594	14	0.259031088867093
"GO:0004950 chemokine receptor activity"	0.260650448424528	-0.648172573217885	0.260650448424529	0.660858480281594	21	0.260650448424528
"GO:0001637 G-protein coupled chemoattractant receptor activity"	0.260650448424528	-0.648172573217885	0.260650448424529	0.660858480281594	21	0.260650448424528
"GO:0001158 enhancer sequence-specific DNA binding"	0.262224480533474	-0.639804483631697	0.262224480533474	0.660858480281594	66	0.262224480533474
"GO:0008146 sulfotransferase activity"	0.262574352488178	-0.641908473257869	0.262574352488178	0.660858480281594	28	0.262574352488178
"GO:0031593 polyubiquitin modification-dependent protein binding"	0.263514664542268	-0.637360178441071	0.263514664542268	0.660858480281594	42	0.263514664542268
"GO:0046527 glucosyltransferase activity"	0.265637231533611	-0.636196605413412	0.265637231533611	0.660858480281594	14	0.265637231533611
"GO:0046332 SMAD binding"	0.266334990795523	-0.627320930691032	0.266334990795523	0.660858480281594	60	0.266334990795523
"GO:0140030 modification-dependent protein binding"	0.267039480708128	-0.623247525105868	0.267039480708128	0.660858480281594	102	0.267039480708128
"GO:0032452 histone demethylase activity"	0.267178961010731	-0.631248807057083	0.267178961010731	0.660858480281594	19	0.267178961010731
"GO:0052866 phosphatidylinositol phosphate phosphatase activity"	0.26750174497331	-0.628959768902625	0.26750174497331	0.660858480281594	24	0.26750174497331
"GO:0003729 mRNA binding"	0.267875831510291	-0.620429181316537	0.267875831510291	0.660858480281594	132	0.267875831510291
"GO:0047485 protein N-terminus binding"	0.268710916415081	-0.619409511027907	0.268710916415081	0.660858480281594	75	0.268710916415081
"GO:0051879 Hsp90 protein binding"	0.269079614841631	-0.623132927447626	0.269079614841631	0.660858480281594	20	0.269079614841631
"GO:0019209 kinase activator activity"	0.270113907213194	-0.616631914555708	0.270113907213194	0.660858480281594	47	0.270113907213194
"GO:0005160 transforming growth factor beta receptor binding"	0.270650115365743	-0.617689768603629	0.270650115365743	0.660858480281594	30	0.270650115365743
"GO:0030544 Hsp70 protein binding"	0.271111081858347	-0.616995406636225	0.271111081858347	0.660858480281594	19	0.271111081858347
"GO:0070063 RNA polymerase binding"	0.272952067026159	-0.609909771677346	0.272952067026159	0.660858480281594	33	0.272952067026159
"GO:0008194 UDP-glycosyltransferase activity"	0.273154637274749	-0.605105876980845	0.273154637274749	0.660858480281594	101	0.273154637274749
"GO:0008168 methyltransferase activity"	0.273747535153373	-0.602826560964307	0.273747535153373	0.660858480281594	155	0.273747535153373
"GO:0070412 R-SMAD binding"	0.274034993833909	-0.610314697554199	0.274034993833909	0.660858480281594	21	0.274034993833909
"GO:0051787 misfolded protein binding"	0.274317361150848	-0.616640793196316	0.274317361150848	0.660858480281594	11	0.274317361150848
"GO:0015026 coreceptor activity"	0.274985872126	-0.609859543353958	0.274985872126	0.660858480281594	13	0.274985872126
"GO:0017137 Rab GTPase binding"	0.275097408837443	-0.599241433097552	0.275097408837443	0.660858480281594	109	0.275097408837443
"GO:0001205 transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding"	0.27542806538204	-0.604371052265679	0.27542806538204	0.660858480281594	24	0.27542806538204
"GO:0016307 phosphatidylinositol phosphate kinase activity"	0.275507577434702	-0.608078909598669	0.275507577434702	0.660858480281594	13	0.275507577434702
"GO:0000980 RNA polymerase II distal enhancer sequence-specific DNA binding"	0.275923538970838	-0.598953950086112	0.275923538970838	0.660858480281594	50	0.275923538970838
"GO:0005504 fatty acid binding"	0.277291505802194	-0.598380119007715	0.277291505802194	0.660858480281594	19	0.277291505802194
"GO:0051117 ATPase binding"	0.27896982607663	-0.589464079545951	0.27896982607663	0.660858480281594	52	0.27896982607663
"GO:0008408 3'-5' exonuclease activity"	0.280160024714983	-0.586672931486942	0.280160024714983	0.660858480281594	39	0.280160024714983
"GO:0036002 pre-mRNA binding"	0.283856676830146	-0.578033642479999	0.283856676830146	0.660858480281594	24	0.283856676830146
"GO:0005385 zinc ion transmembrane transporter activity"	0.285832665750902	-0.57580330560942	0.285832665750902	0.660858480281594	18	0.285832665750902
"GO:0004722 protein serine/threonine phosphatase activity"	0.285982423149775	-0.568836040548636	0.285982423149775	0.660858480281594	49	0.285982423149775
"GO:0008135 translation factor activity, RNA binding"	0.287304067833208	-0.563484572127167	0.287304067833208	0.660858480281594	81	0.287304067833208
"GO:0030552 cAMP binding"	0.288556223329903	-0.567139140982775	0.288556223329903	0.660858480281594	19	0.288556223329903
"GO:0017022 myosin binding"	0.288993728601843	-0.56104478765107	0.288993728601843	0.660858480281594	36	0.288993728601843
"GO:0140101 catalytic activity, acting on a tRNA"	0.289090298526202	-0.557889246438448	0.289090298526202	0.660858480281594	97	0.289090298526202
"GO:0030551 cyclic nucleotide binding"	0.290048757539674	-0.559396329811445	0.290048757539674	0.660858480281594	29	0.290048757539674
"GO:0042562 hormone binding"	0.290577089468333	-0.555282379093075	0.290577089468333	0.660858480281594	44	0.290577089468333
"GO:0017110 nucleoside-diphosphatase activity"	0.290980765250066	-0.560933192604725	0.290980765250066	0.660858480281594	13	0.290980765250066
"GO:0005088 Ras guanyl-nucleotide exchange factor activity"	0.291183217274336	-0.551436254190013	0.291183217274336	0.660858480281594	112	0.291183217274336
"GO:0004177 aminopeptidase activity"	0.291558848880884	-0.554064829663156	0.291558848880884	0.660858480281594	32	0.291558848880884
"GO:0016801 hydrolase activity, acting on ether bonds"	0.291927503144335	-0.561821759373059	0.291927503144335	0.660858480281594	10	0.291927503144335
"GO:0043175 RNA polymerase core enzyme binding"	0.292951769873314	-0.553926739878945	0.292951769873314	0.660858480281594	20	0.292951769873314
"GO:0004527 exonuclease activity"	0.293272706423093	-0.546370095252951	0.293272706423094	0.660858480281594	63	0.293272706423093
"GO:0010485 H4 histone acetyltransferase activity"	0.293302528791821	-0.553146301609375	0.293302528791821	0.660858480281594	16	0.293302528791821
"GO:0046875 ephrin receptor binding"	0.293560115096457	-0.551414522976047	0.293560115096457	0.660858480281594	20	0.293560115096457
"GO:0030374 ligand-dependent nuclear receptor transcription coactivator activity"	0.293575393393872	-0.546398839226846	0.293575393393872	0.660858480281594	44	0.293575393393872
"GO:0016829 lyase activity"	0.294767686105101	-0.540724523735432	0.294767686105101	0.660858480281594	142	0.294767686105101
"GO:0046915 transition metal ion transmembrane transporter activity"	0.295001452215344	-0.544152036314812	0.295001452215344	0.660858480281594	32	0.295001452215344
"GO:0004697 protein kinase C activity"	0.295016235372856	-0.549257926001857	0.295016235372856	0.660858480281594	16	0.295016235372856
"GO:0032934 sterol binding"	0.295443247420493	-0.541704193109431	0.295443247420493	0.660858480281594	30	0.295443247420493
"GO:0001786 phosphatidylserine binding"	0.295607748959289	-0.542714937625489	0.295607748959289	0.660858480281594	26	0.295607748959289
"GO:0016798 hydrolase activity, acting on glycosyl bonds"	0.296025644066347	-0.537552787908234	0.296025644066347	0.660858480281594	89	0.296025644066347
"GO:0030295 protein kinase activator activity"	0.296477561806736	-0.538584769882316	0.296477561806736	0.660858480281594	40	0.296477561806736
"GO:0001784 phosphotyrosine residue binding"	0.297765310363833	-0.542660068357543	0.297765310363833	0.660858480281594	11	0.297765310363833
"GO:0140104 molecular carrier activity"	0.298582181552964	-0.539343029141821	0.298582181552964	0.660858480281594	15	0.298582181552964
"GO:0001076 transcription factor activity, RNA polymerase II transcription factor binding"	0.299014214707579	-0.528709497861259	0.299014214707579	0.660858480281594	105	0.299014214707579
"GO:0072509 divalent inorganic cation transmembrane transporter activity"	0.29907829422345	-0.533931846912493	0.29907829422345	0.660858480281594	24	0.29907829422345
"GO:0008139 nuclear localization sequence binding"	0.299603731165066	-0.533951842212827	0.299603731165066	0.660858480281594	20	0.299603731165066
"GO:0004713 protein tyrosine kinase activity"	0.299604360150593	-0.527023984321898	0.299604360150593	0.660858480281594	105	0.299604360150593
"GO:0003705 transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"	0.299959313792901	-0.526817856526149	0.299959313792901	0.660858480281594	64	0.299959313792901
"GO:0016763 transferase activity, transferring pentosyl groups"	0.300060283658956	-0.527379466036586	0.300060283658956	0.660858480281594	43	0.300060283658956
"GO:0003743 translation initiation factor activity"	0.301043479724718	-0.524594283482892	0.301043479724718	0.660858480281594	51	0.301043479724718
"GO:0003755 peptidyl-prolyl cis-trans isomerase activity"	0.301400445044278	-0.52442276994039	0.301400445044278	0.660858480281594	32	0.301400445044278
"GO:0016859 cis-trans isomerase activity"	0.302192149680866	-0.522028128192673	0.302192149680866	0.660858480281594	33	0.302192149680866
"GO:0005031 tumor necrosis factor-activated receptor activity"	0.302856526036994	-0.522755231511782	0.302856526036994	0.660858480281594	19	0.302856526036994
"GO:0005035 death receptor activity"	0.302856526036994	-0.522755231511782	0.302856526036994	0.660858480281594	19	0.302856526036994
"GO:0019902 phosphatase binding"	0.303464271136911	-0.515413023012169	0.303464271136911	0.660858480281594	113	0.303464271136911
"GO:0005158 insulin receptor binding"	0.304607557138606	-0.521854871294783	0.304607557138606	0.660858480281594	14	0.304607557138606
"GO:0019842 vitamin binding"	0.304703207527277	-0.512662906278451	0.304703207527277	0.660858480281594	91	0.304703207527277
"GO:0000400 four-way junction DNA binding"	0.304876356889781	-0.520940009537332	0.304876356889781	0.660858480281594	15	0.304876356889781
"GO:0070016 armadillo repeat domain binding"	0.305429021597424	-0.522869486323856	0.305429021597424	0.660858480281594	12	0.305429021597424
"GO:0008376 acetylgalactosaminyltransferase activity"	0.306176666559148	-0.513042300257704	0.306176666559148	0.660858480281594	25	0.306176666559148
"GO:0005261 cation channel activity"	0.306697871428344	-0.506124610633215	0.306697871428344	0.660858480281594	177	0.306697871428344
"GO:0004535 poly(A)-specific ribonuclease activity"	0.306699165664399	-0.520034039760141	0.306699165664399	0.660858480281594	11	0.306699165664399
"GO:0070491 repressing transcription factor binding"	0.308246965333115	-0.504035639683114	0.308246965333115	0.660858480281594	49	0.308246965333115
"GO:0016773 phosphotransferase activity, alcohol group as acceptor"	0.308732165035566	-0.499575540644172	0.308732165035566	0.660858480281594	612	0.308732165035566
"GO:0004112 cyclic-nucleotide phosphodiesterase activity"	0.309862033975411	-0.50303097227392	0.309862033975411	0.660858480281594	23	0.309862033975411
"GO:0016860 intramolecular oxidoreductase activity"	0.310943968377575	-0.497038540915369	0.310943968377575	0.660858480281594	38	0.310943968377575
"GO:0051015 actin filament binding"	0.311648439113845	-0.493191331075261	0.311648439113845	0.660858480281594	68	0.311648439113845
"GO:0015929 hexosaminidase activity"	0.311855519317143	-0.502882208664717	0.311855519317143	0.660858480281594	12	0.311855519317143
"GO:0001653 peptide receptor activity"	0.312144575737491	-0.491793213754917	0.312144575737491	0.660858480281594	60	0.312144575737491
"GO:0033293 monocarboxylic acid binding"	0.312220649810864	-0.493218172517038	0.312220649810864	0.660858480281594	33	0.312220649810864
"GO:0030145 manganese ion binding"	0.312498678237341	-0.492306167239222	0.312498678237341	0.660858480281594	40	0.312498678237341
"GO:0008528 G-protein coupled peptide receptor activity"	0.312506481811113	-0.49079219911503	0.312506481811113	0.660858480281594	59	0.312506481811113
"GO:0016772 transferase activity, transferring phosphorus-containing groups"	0.312581093796087	-0.488641017038756	0.312581093796087	0.660858480281594	830	0.312581093796087
"GO:0001078 transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding"	0.313065191969598	-0.488628806306999	0.313065191969598	0.660858480281594	93	0.313065191969598
"GO:0016811 hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	0.31371523403337	-0.488235740889004	0.31371523403337	0.660858480281594	50	0.31371523403337
"GO:0016301 kinase activity"	0.314177095253213	-0.484152910557371	0.314177095253213	0.660858480281594	700	0.314177095253213
"GO:0001671 ATPase activator activity"	0.314267295391651	-0.494672259240003	0.314267295391652	0.660858480281594	13	0.314267295391651
"GO:0008238 exopeptidase activity"	0.314808747583441	-0.48424819554862	0.314808747583441	0.660858480281594	72	0.314808747583441
"GO:0005048 signal sequence binding"	0.31916671372268	-0.473986143239234	0.31916671372268	0.660858480281594	36	0.31916671372268
